Package                                     Current    Wanted   Latest  Location                                                                     Depended by                                                        Package Type     Homepage                                                                                                               Depended By Location
fastify                                      4.29.1    4.29.1    5.6.1  node_modules/fastify                                                         workouts@npm:@athlete-ally/workouts@1.0.0                          dependencies     https://fastify.dev/                                                                                                   services/workouts
firebase-admin                               12.7.0    12.7.0   13.5.0  node_modules/firebase-admin                                                  notification-service@npm:@athlete-ally/notification-service@1.0.0  dependencies     https://firebase.google.com/                                                                                           services/notification-service
helmet                                        7.2.0     7.2.0    8.1.0  node_modules/helmet                                                          protocol-engine@npm:@athlete-ally/protocol-engine@2.0.0            dependencies     https://helmetjs.github.io/                                                                                            services/protocol-engine
ioredis                                       5.7.0     5.8.0    5.8.0  node_modules/ioredis                                                         gateway-bff@npm:@athlete-ally/gateway-bff@0.1.0                    dependencies     https://github.com/luin/ioredis#readme                                                                                 apps/gateway-bff
ioredis                                       5.7.0     5.8.0    5.8.0  node_modules/ioredis                                                         job-scheduler@npm:@athlete-ally/job-scheduler@1.0.0                dependencies     https://github.com/luin/ioredis#readme                                                                                 services/job-scheduler
ioredis                                       5.7.0     5.8.0    5.8.0  node_modules/ioredis                                                         planning-engine@npm:@athlete-ally/planning-engine@0.1.0            dependencies     https://github.com/luin/ioredis#readme                                                                                 services/planning-engine
ioredis                                       5.7.0     5.8.0    5.8.0  node_modules/ioredis                                                         profile-onboarding@npm:@athlete-ally/profile-onboarding@0.1.0      dependencies     https://github.com/luin/ioredis#readme                                                                                 services/profile-onboarding
jest                                         29.7.0    29.7.0   30.1.3  node_modules/jest                                                            adaptive-engine@npm:@athlete-ally/adaptive-engine@1.0.0            devDependencies  https://jestjs.io/                                                                                                     services/adaptive-engine
jest                                         29.7.0    29.7.0   30.1.3  node_modules/jest                                                            analytics@npm:@athlete-ally/analytics@1.0.0                        devDependencies  https://jestjs.io/                                                                                                     services/analytics
jest                                         29.7.0    29.7.0   30.1.3  node_modules/jest                                                            contracts@npm:@athlete-ally/contracts@0.1.0                        devDependencies  https://jestjs.io/                                                                                                     packages/contracts
jest                                         29.7.0    29.7.0   30.1.3  node_modules/jest                                                            event-bus@npm:@athlete-ally/event-bus@0.1.0                        devDependencies  https://jestjs.io/                                                                                                     packages/event-bus
jest                                         29.7.0    29.7.0   30.1.3  node_modules/jest                                                            exercises@npm:@athlete-ally/exercises@1.0.0                        devDependencies  https://jestjs.io/                                                                                                     services/exercises
jest                                         29.7.0    29.7.0   30.1.3  node_modules/jest                                                            fatigue@npm:@athlete-ally/fatigue@1.0.0                            devDependencies  https://jestjs.io/                                                                                                     services/fatigue
jest                                         29.7.0    29.7.0   30.1.3  node_modules/jest                                                            gateway-bff@npm:@athlete-ally/gateway-bff@0.1.0                    devDependencies  https://jestjs.io/                                                                                                     apps/gateway-bff
jest                                         29.7.0    29.7.0   30.1.3  node_modules/jest                                                            job-scheduler@npm:@athlete-ally/job-scheduler@1.0.0                devDependencies  https://jestjs.io/                                                                                                     services/job-scheduler
jest                                         29.7.0    29.7.0   30.1.3  node_modules/jest                                                            notification-service@npm:@athlete-ally/notification-service@1.0.0  devDependencies  https://jestjs.io/                                                                                                     services/notification-service
jest                                         29.7.0    29.7.0   30.1.3  node_modules/jest                                                            planning-engine@npm:@athlete-ally/planning-engine@0.1.0            devDependencies  https://jestjs.io/                                                                                                     services/planning-engine
jest                                         29.7.0    29.7.0   30.1.3  node_modules/jest                                                            profile-onboarding@npm:@athlete-ally/profile-onboarding@0.1.0      devDependencies  https://jestjs.io/                                                                                                     services/profile-onboarding
jest                                         29.7.0    29.7.0   30.1.3  node_modules/jest                                                            protocol-engine@npm:@athlete-ally/protocol-engine@2.0.0            devDependencies  https://jestjs.io/                                                                                                     services/protocol-engine
node-cron                                     3.0.3     3.0.3    4.2.1  node_modules/node-cron                                                       job-scheduler@npm:@athlete-ally/job-scheduler@1.0.0                dependencies     https://github.com/merencia/node-cron                                                                                  services/job-scheduler
nodemailer                                   6.10.1    6.10.1    7.0.6  node_modules/nodemailer                                                      notification-service@npm:@athlete-ally/notification-service@1.0.0  dependencies     https://nodemailer.com/                                                                                                services/notification-service
openai                                      4.104.0   4.104.0   5.23.1  node_modules/openai                                                          planning-engine@npm:@athlete-ally/planning-engine@0.1.0            dependencies                                                                                                                            services/planning-engine
prisma                                       5.22.0    5.22.0   6.16.2  node_modules/prisma                                                          adaptive-engine@npm:@athlete-ally/adaptive-engine@1.0.0            dependencies     https://www.prisma.io                                                                                                  services/adaptive-engine
prisma                                       5.22.0    5.22.0   6.16.2  node_modules/prisma                                                          analytics@npm:@athlete-ally/analytics@1.0.0                        dependencies     https://www.prisma.io                                                                                                  services/analytics
prisma                                       5.22.0    5.22.0   6.16.2  node_modules/prisma                                                          exercises@npm:@athlete-ally/exercises@1.0.0                        devDependencies  https://www.prisma.io                                                                                                  services/exercises
prisma                                       5.22.0    5.22.0   6.16.2  node_modules/prisma                                                          fatigue@npm:@athlete-ally/fatigue@1.0.0                            devDependencies  https://www.prisma.io                                                                                                  services/fatigue
prisma                                       5.22.0    5.22.0   6.16.2  node_modules/prisma                                                          planning-engine@npm:@athlete-ally/planning-engine@0.1.0            devDependencies  https://www.prisma.io                                                                                                  services/planning-engine
prisma                                       5.22.0    5.22.0   6.16.2  node_modules/prisma                                                          profile-onboarding@npm:@athlete-ally/profile-onboarding@0.1.0      devDependencies  https://www.prisma.io                                                                                                  services/profile-onboarding
prisma                                       5.22.0    5.22.0   6.16.2  node_modules/prisma                                                          protocol-engine@npm:@athlete-ally/protocol-engine@2.0.0            devDependencies  https://www.prisma.io                                                                                                  services/protocol-engine
prisma                                       5.22.0    5.22.0   6.16.2  node_modules/prisma                                                          workouts@npm:@athlete-ally/workouts@1.0.0                          devDependencies  https://www.prisma.io                                                                                                  services/workouts
redis                                         4.7.1     4.7.1    5.8.2  node_modules/redis                                                           gateway-bff@npm:@athlete-ally/gateway-bff@0.1.0                    dependencies     https://github.com/redis/node-redis                                                                                    apps/gateway-bff
supertest                                     6.3.4     6.3.4    7.1.4  node_modules/supertest                                                       gateway-bff@npm:@athlete-ally/gateway-bff@0.1.0                    devDependencies  https://github.com/ladjs/supertest#readme                                                                              apps/gateway-bff
tsx                                          4.20.5    4.20.6   4.20.6  node_modules/tsx                                                             adaptive-engine@npm:@athlete-ally/adaptive-engine@1.0.0            devDependencies  https://tsx.is                                                                                                         services/adaptive-engine
tsx                                          4.20.5    4.20.6   4.20.6  node_modules/tsx                                                             analytics@npm:@athlete-ally/analytics@1.0.0                        devDependencies  https://tsx.is                                                                                                         services/analytics
tsx                                          4.20.5    4.20.6   4.20.6  node_modules/tsx                                                             exercises@npm:@athlete-ally/exercises@1.0.0                        devDependencies  https://tsx.is                                                                                                         services/exercises
tsx                                          4.20.5    4.20.6   4.20.6  node_modules/tsx                                                             fatigue@npm:@athlete-ally/fatigue@1.0.0                            devDependencies  https://tsx.is                                                                                                         services/fatigue
tsx                                          4.20.5    4.20.6   4.20.6  node_modules/tsx                                                             gateway-bff@npm:@athlete-ally/gateway-bff@0.1.0                    devDependencies  https://tsx.is                                                                                                         apps/gateway-bff
tsx                                          4.20.5    4.20.6   4.20.6  node_modules/tsx                                                             job-scheduler@npm:@athlete-ally/job-scheduler@1.0.0                devDependencies  https://tsx.is                                                                                                         services/job-scheduler
tsx                                          4.20.5    4.20.6   4.20.6  node_modules/tsx                                                             notification-service@npm:@athlete-ally/notification-service@1.0.0  devDependencies  https://tsx.is                                                                                                         services/notification-service
tsx                                          4.20.5    4.20.6   4.20.6  node_modules/tsx                                                             planning-engine@npm:@athlete-ally/planning-engine@0.1.0            devDependencies  https://tsx.is                                                                                                         services/planning-engine
tsx                                          4.20.5    4.20.6   4.20.6  node_modules/tsx                                                             profile-onboarding@npm:@athlete-ally/profile-onboarding@0.1.0      devDependencies  https://tsx.is                                                                                                         services/profile-onboarding
tsx                                          4.20.5    4.20.6   4.20.6  node_modules/tsx                                                             protocol-engine@npm:@athlete-ally/protocol-engine@2.0.0            devDependencies  https://tsx.is                                                                                                         services/protocol-engine
tsx                                          4.20.5    4.20.6   4.20.6  node_modules/tsx                                                             workouts@npm:@athlete-ally/workouts@1.0.0                          devDependencies  https://tsx.is                                                                                                         services/workouts
twilio                                       4.23.0    4.23.0   5.10.1  node_modules/twilio                                                          notification-service@npm:@athlete-ally/notification-service@1.0.0  dependencies     https://github.com/twilio/twilio-node#readme                                                                           services/notification-service
zod                                         3.25.76   3.25.76   4.1.11  node_modules/zod                                                             adaptive-engine@npm:@athlete-ally/adaptive-engine@1.0.0            dependencies     https://zod.dev                                                                                                        services/adaptive-engine
zod                                         3.25.76   3.25.76   4.1.11  node_modules/zod                                                             exercises@npm:@athlete-ally/exercises@1.0.0                        dependencies     https://zod.dev                                                                                                        services/exercises
zod                                         3.25.76   3.25.76   4.1.11  node_modules/zod                                                             fatigue@npm:@athlete-ally/fatigue@1.0.0                            dependencies     https://zod.dev                                                                                                        services/fatigue
zod                                         3.25.76   3.25.76   4.1.11  node_modules/zod                                                             gateway-bff@npm:@athlete-ally/gateway-bff@0.1.0                    dependencies     https://zod.dev                                                                                                        apps/gateway-bff
zod                                         3.25.76   3.25.76   4.1.11  node_modules/zod                                                             planning-engine@npm:@athlete-ally/planning-engine@0.1.0            dependencies     https://zod.dev                                                                                                        services/planning-engine
zod                                         3.25.76   3.25.76   4.1.11  node_modules/zod                                                             profile-onboarding@npm:@athlete-ally/profile-onboarding@0.1.0      dependencies     https://zod.dev                                                                                                        services/profile-onboarding
zod                                         3.25.76   3.25.76   4.1.11  node_modules/zod                                                             shared@npm:@athlete-ally/shared@0.1.0                              dependencies     https://zod.dev                                                                                                        packages/shared
zod                                         3.25.76   3.25.76   4.1.11  node_modules/zod                                                             shared-types@npm:@athlete-ally/shared-types@0.1.0                  dependencies     https://zod.dev                                                                                                        packages/shared-types
zod                                         3.25.76   3.25.76   4.1.11  node_modules/zod                                                             workouts@npm:@athlete-ally/workouts@1.0.0                          dependencies     https://zod.dev                                                                                                        services/workouts
